FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYAT,ADA,PARSEL,KIRA_GETIRISI
165000,BALIKESIR,AYVALIK,ALTINOVA,42916-1540,I_K,255,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,AYVALIK,,,,
240000,BURSA,YENISEHIR,KOZDERE,69245-16,TARLA,7750,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,YENISEHIR,35.0,118.0,53.0,
5000000,NIGDE,MERKEZ,AKTAS (DEVLET),117875-28,I_S,52000,,,,HAYIR,,96153.0,,,
6848000,NIGDE,CEYHAN,YALAK,0-35832104,TARLA,428000,,,,HAYIR,,,,659.0,
115000,ADIYAMAN,KAHTA,CUMHURIYET,118904-18,M_A,410,,,,HAYIR,,,,,
77000,ADANA,ALADAG,CERITLER,119467-5,I_K,500,,,,HAYIR,,,,,
185000,ANKARA,AKYURT,SAMUT,26985-2054,TARLA,1410,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,AKYURT,,2801.0,54.0,
1380000,ANKARA,KECIOREN,KARSIYAKA,85799-1691,I_K,2150,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,,,91370.0,99999.0,
285000,MUGLA,MILAS,MESELIK,10886-3404,I_K,710,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,MILAS,,0.0,0.0,
7500000,AYDIN,DIDIM,FEVZIPASA,111124-4,I_T,10359,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,AYDIN DIDIM,,3178.0,1.0,
215000,CANAKKALE,AYVACIK,BAHARLAR,65585-675,I_K,1623,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,160.0,11.0,
125000,CANAKKALE,AYVACIK,BAHARLAR,65585-677,I_K,750,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,,,,,
320000,ELAZIG,MERKEZ,POYRAZ (POYRAZ),117554-9,TARLA,8034,,,,HAYIR,,,,,
660000,BALIKESIR,GOMEC,KARAAGAC,114052-364,I_K,637,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GOMEC,,,,
60000,ANKARA,BALA,BEYNAM,10477-299,I_K,1066,,,,HAYIR,,,,,
165000,KOCAELI,KARAMURSEL,INEBEYLI,80164-38,TARLA,1582,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARAMURSEL,,,,
165000,BALIKESIR,AYVALIK,ALTINOVA,42916-1540,I_K,255,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,AYVALIK,,,,
240000,BURSA,YENISEHIR,KOZDERE,69245-16,TARLA,7750,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,YENISEHIR,35.0,118.0,53.0,
5000000,NIGDE,MERKEZ,AKTAS (DEVLET),117875-28,I_S,52000,,,,HAYIR,,96153.0,,,
6848000,ADANA,CEYHAN,YALAK,0-35832104,TARLA,428000,,,,HAYIR,,,,659.0,
115000,ADIYAMAN,KAHTA,CUMHURIYET,118904-18,M_A,410,,,,HAYIR,,,,,
77000,ADANA,ALADAG,CERITLER,119467-5,I_K,500,,,,HAYIR,,,,,
185000,ANKARA,AKYURT,SAMUT,26985-2054,TARLA,1410,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,AKYURT,,2801.0,54.0,
1380000,ANKARA,KECIOREN,KARSIYAKA,85799-1691,I_K,2150,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,,,91370.0,99999.0,
285000,MUGLA,MILAS,MESELIK,10886-3404,I_K,710,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,MILAS,,0.0,0.0,
7500000,AYDIN,DIDIM,FEVZIPASA,111124-4,I_T,10359,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,AYDIN DIDIM,,3178.0,1.0,
215000,CANAKKALE,AYVACIK,BAHARLAR,65585-675,I_K,1623,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,160.0,11.0,
125000,CANAKKALE,AYVACIK,BAHARLAR,65585-677,I_K,750,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,,,,,
320000,ELAZIG,MERKEZ,POYRAZ (POYRAZ),117554-9,TARLA,8034,,,,HAYIR,,,,,
660000,BALIKESIR,GOMEC,KARAAGAC,114052-364,I_K,637,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GOMEC,,,,
60000,ANKARA,BALA,BEYNAM,10477-299,I_K,1066,,,,HAYIR,,,,,
165000,KOCAELI,KARAMURSEL,INEBEYLI,80164-38,TARLA,1582,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARAMURSEL,,,,
1100000,KOCAELI,KARAMURSEL,INEBEYLI,80164-19,TARLA,27000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARAMURSEL,,,,
400000,KOCAELI,KARAMURSEL,CAMDIBI,80164-31,TARLA,6180,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,KARAMURSEL,,,,
145000,AYDIN,DIDIM,AKBUK,23087-3801,I_K,240,UYGUN,,HAYIR,HAYIR,,,,,
330000,MUGLA,MENTESE,YERKESIK,117656-82,I_K,1307,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
375000,BALIKESIR,EDREMIT,KIZILKECILI,117694-15,I_K,255,UYGUN,BILINMIYOR,HAYIR,HAYIR,EDREMIT,1294.0,,0.0,
3802170,ERZINCAN,MERKEZ,BALIBEYI,0-34464953,BAHCE,380217,,,,HAYIR,,,,,
220000,MUGLA,ULA,KARABORTLEN,119335-8,TARLA,4000,UYGUN,HISSELI TAPU,HAYIR,HAYIR,ULA,55.0,154.0,132.0,
570000,MUGLA,ULA,PORTAKALLIK,119335-7,TARLA,8050,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ULA,70.0,110.0,1.0,
625000,IZMIR,FOCA,KOZBEYLI,119024-9,ZEYTINLIK,1200,,,,HAYIR,,520.0,512176.0,1324.0,
1950000,SAKARYA,SERDIVAN,VATAN,3006-4564,I_K,1618,,KAT MULKIYETI,,HAYIR,,,,,
6400000,ISTANBUL,KARTAL,YUKARI,33900-1096,I_K,445,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,KARTAL,,,,
2184000,ANTALYA,KAS,BELENLI,110065-1096,TARLA,8400,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,KAS,260.0,146.0,1.0,
225000,MALATYA,BATTALGAZI,YARIMCAHAN,91181-3944,BAHCE,4880,,HISSELI TAPU,,HAYIR,,,,,
3190000,ANKARA,GOLBASI,KARAOGLAN,39085-4113,TARLA,25664,,MUSTAKIL PARSEL,EVET,EVET,GOLBASI,125.0,124968.0,1.0,
890000,KOCAELI,DILOVASI,TEPECIK,98824-522,CIFTLIK,2140,,,,HAYIR,DILOVASI,,,,
165000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,104317-296,BAHCE,552,,MUSTAKIL PARSEL,EVET,HAYIR,,,,1568.0,
70000,KOCAELI,KANDIRA,CALYER,43070-508,I_K,412,,MUSTAKIL PARSEL,HAYIR,HAYIR,KANDIRA,,132.0,1.0,
220000,AYDIN,DIDIM,AKBUK,99784-2957,I_K,241,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,DIDIM BELEDIYESI,11111111.0,1111111111.0,1111111111.0,
215000,TEKIRDAG,KAPAKLI,ATATURK,115689-227,I_K,220,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,KAPAKLI,,962.0,4.0,
520000,BALIKESIR,EDREMIT,GURE,114827-44,I_K,414,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GURE,1082.0,,,
6500000,IZMIR,URLA,GUVENDIK,97586-25,I_K,3575,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,,,
195000,IZMIR,DIKILI,BADEMLI,9360-492,I_K,308,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,DIKILI,50.0,,,
45000,CANAKKALE,CAN,KARAKOCA,65028-3321,I_K,312,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,CAN,,0.0,1752.0,1000.0
285000,ANTALYA,GAZIPASA,KORU,28320-3272,I_K,650,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GAZIPASA BELEDIYESI,,236.0,21.0,
285000,ANKARA,MAMAK,KUSUNLAR,45177-1597,TARLA,1780,,,,EVET,,,,,
750000,CANAKKALE,GOKCEADA,KUZULIMANI,119490-38,K_T,1419,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,327.0,12.0,
163000,KAYSERI,MELIKGAZI,GESI,115925-126,BAHCE,1280,,,,HAYIR,,,,,
2300000,MANISA,SARIGOL,SELIMIYE,13081-903,TARLA,50000,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,SARIGOL,,,,
370000,BALIKESIR,EDREMIT,ALTINKUM,84104-1396,I_K,530,UYGUN,MUSTAKIL PARSEL,,EVET,,,,,
900000,MERSIN(ICEL),TOROSLAR,DALAKDERE,109376-1063,BAHCE,15000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,TOROSLAR DALAKDERE,,,,
1570000,BURSA,MUDANYA,ISIKLI,109255-9,ZEYTINLIK,11370,,,,HAYIR,,,,,
55000,KIRKLARELI,BABAESKI,SOFUHALIL,108011-15,BAG,1030,,,,HAYIR,,,,,
285000,BALIKESIR,GONEN,MURATLAR,95961-369,TARLA,17000,,MUSTAKIL PARSEL,,HAYIR,,,,,
92000,CANAKKALE,BAYRAMIC,CAMIKEBIR,117979-17,BAG,5700,,,,HAYIR,,,,,
325000,ANKARA,ALTINDAG,HACI BAYRAM,52444-387,I_K,248,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ALTINDAG,,,,500.0
275000,ISTANBUL,CATALCA,CIFTLIKKOY,93751-536,TARLA,1287,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,CATALCA,,,,
500000,MUGLA,MENTESE,GULAGZI,92216-732,I_K,650,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,MENTESE,,154.0,144.0,
420000,ANTALYA,KORKUTELI,NEBILER,31842-227,M_A,84,,,,HAYIR,,,,,
300000,BALIKESIR,EDREMIT,MEHMETALAN,93825-5231,BAHCE,6000,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,EDREMIT,,1.0,1.0,
2500000,MUGLA,YATAGAN,KAFACAKAPLANCIK,92216-746,I_T,8200,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,YATAGAN,,0.0,1737.0,
249000,KONYA,SELCUKLU,CALTI,86980-597,BAHCE,1000,,,,HAYIR,,,,,
890000,KAYSERI,HACILAR,BEGENDIK,64213-183,BAG,3730,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,HACILAR,,,,
2100000,IZMIR,CIGLI,INONU,87808-696,I_K,1000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,CIGLI,,11.0,11.0,
2650000,IZMIR,BERGAMA,ARMAGANLAR,116952-21,ZEYTINLIK,103000,,,,HAYIR,,,,,
500000,BALIKESIR,ERDEK,CELTIKCI,7565-970,BAHCE,748,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,ERDEK,,208.0,1.0,
250000,BALIKESIR,GOMEC,KARAAGAC,25768-1862,I_K,220,,,,HAYIR,GOMEC,,0.0,0.0,
295000,ANKARA,ETIMESGUT,TURKUAZ,44819-1598,I_K,754,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,,,61093.0,20.0,
125000,IZMIR,KEMALPASA,75 YIL CUMHURIYET,43309-1951,BAHCE,740,UYGUN,HISSELI TAPU,EVET,HAYIR,KEMALPASA BELEDIYESI,148.0,,,300.0
195000,ANTALYA,GAZIPASA,BAKILAR,28320-3278,I_K,1146,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GAZIPASA BELEDIYESI,,231.0,47.0,
3500000,DENIZLI,PAMUKKALE,BAGBASI,119283-48,I_K,885,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,PAMUKKALE,,0.0,0.0,1.0
700000,MERSIN(ICEL),SILIFKE,ULUGOZ,90205-16,K_T,2034,UYGUN,HISSELI TAPU,HAYIR,HAYIR,SILIFKE,345.0,0.0,0.0,
255000,BALIKESIR,EDREMIT,ZEYTINLI,84104-1355,ZEYTINLIK,1150,,,,HAYIR,,,,,
2500000,IZMIR,KARSIYAKA,GONCALAR,9515-2927,TARLA,7530,UYGUN,HISSELI TAPU,HAYIR,EVET,BALIKESIR ALTIEYLUL,332000.0,117.0,82.0,
35000000,ISTANBUL,USKUDAR,SALACAK,2118-10182,I_K,536,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,USKUDAR,65000.0,,,
365000,AMASYA,SULUOVA,YOLPINAR,108961-192,I_S,13923,UYGUN,MUSTAKIL PARSEL,,HAYIR,SULUOVA,26.0,,,
55000,BURSA,YENISEHIR,TERZILER,114245-33,TARLA,5578,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
550000,IZMIR,KEMALPASA,CINILIKOY,59600-799,I_K,500,UYGUN,MUSTAKIL PARSEL,,HAYIR,KEMALPASA,900.0,,,
260000,KOCAELI,KARTEPE,ATAEVLER,95523-320,I_K,260,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARTEPE,,,,
589000,ANTALYA,ALANYA,AVSALLAR,10844-77,I_K,400,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ALANYA,,227.0,7.0,
280000,KOCAELI,KANDIRA,DURACALI,103851-44,TARLA,3460,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,KANDIRA,,101.0,39.0,
6000000,BALIKESIR,BURHANIYE,PELITKOY,25768-1756,ZEYTINLIK,12000,UYGUN,MUSTAKIL PARSEL,,HAYIR,BURHANIYE,,0.0,0.0,
700000,ADIYAMAN,MERKEZ,YUNUS EMRE,88676-392,I_K,1000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ADIYAMAN,,3577.0,5.0,
1800000,MERSIN(ICEL),SILIFKE,ATAKENT,85559-2236,TARLA,4750,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SILIFKE,,12.0,12.0,18.0
800000,IZMIR,MENEMEN,YAYLA,60356-675,TARLA,7600,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
100000,KOCAELI,GOLCUK,ULASLI YAVUZ SULTAN SELIM,80958-1346,BAHCE,263,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GOLCUK,,,,
1450000,MUGLA,ORTACA,DALYAN,14899-1100,I_K,751,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ORTACA,1555.0,,,
1200000,BALIKESIR,AYVALIK,KUCUKKOY,118129-30,BAG,4013,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,AYVALIK,,,,
65000,CANAKKALE,BIGA,BOZLAR,65028-3203,I_K,207,UYGUN,MUSTAKIL PARSEL,EVET,EVET,BIGA,,0.0,1140.0,1000.0
245000,BALIKESIR,AYVALIK,KUCUKKOY,81975-1137,S_A,300,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,AYVALIK BELEDIYESI,,,,
1700000,MERSIN(ICEL),SILIFKE,BURUNUCU,90205-584,TARLA,3500,UYGUN,MUSTAKIL PARSEL,,HAYIR,SILIFKE,485.0,,,
2100000,MERSIN(ICEL),TOROSLAR,ISIKTEPE,21929-2267,BAHCE,4960,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,TOROSLAR,,,,
1285000,ANKARA,GOLBASI,KIZILCASAR,69702-575,I_K,3000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
1000000,AMASYA,MERZIFON,CAVUNDUR,99321-341,TARLA,20017,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,MERZIFON,,128.0,4.0,
170000,KIRKLARELI,PINARHISAR,SUTLUCE,98955-443,TARLA,6394,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,PINARHISAR,32.0,,5238.0,
249999,BALIKESIR,AYVALIK,KUCUKKOY,6623-1267,I_K,353,,MUSTAKIL PARSEL,EVET,HAYIR,AYVALIK,630.0,359.0,12.0,1000.0
579000,IZMIR,BUCA,KIRIKLAR,85846-1372,BAHCE,7740,,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
365000,ANTALYA,KUMLUCA,ERENTEPE,113725-157,TARLA,2500,,,,HAYIR,,,,,
1695000,IZMIR,URLA,GUVENDIK,17023-2352,I_K,2500,,MUSTAKIL PARSEL,HAYIR,HAYIR,URLA,,,,
335000,BALIKESIR,BURHANIYE,PELITKOY,6579-2123,BAHCE,3200,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BURHANIYE,100.0,,,8000.0
130000,BURSA,MUDANYA,YORUKYENICESI,90198-79,TARLA,2070,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,62.0,102.0,26.0,
2750000,BALIKESIR,ALTIEYLUL,DISBUDAK,54230-818,CIFTLIK,126500,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,6 EYLUL,21500.0,,,
2985000,ANKARA,GOLBASI,OGULBEY,39085-4115,TARLA,37900,,MUSTAKIL PARSEL,EVET,EVET,GOLBASI,80.0,125610.0,4.0,
2500000,IZMIR,TIRE,4 EYLUL,85846-1056,CIFTLIK,10200,,,,HAYIR,TIRE,,,,
2500000,KOCAELI,KARAMURSEL,CAMDIBI,56374-988,CIFTLIK,50000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARAMURSEL,,,,
130000,BILECIK,OSMANELI,ERICEK,119340-33,BAHCE,1835,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,OSMANELI,,102.0,226.0,
255000,MANISA,AKHISAR,SEYIT AHMET,112315-17,BAHCE,1880,UYGUN,MUSTAKIL PARSEL,EVET,EVET,AKHISAR,115.0,31.0,98.0,
250000,ANTALYA,KUMLUCA,ERENTEPE,113725-158,TARLA,5000,,,,HAYIR,,,,,
4500000,KARAMAN,MERKEZ,AGILONU,81601-1028,BAHCE,110483,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,KARAMAN,46.0,,,
3000000,BURSA,KARACABEY,MECIDIYE,6324-515,I_S,8900,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARACABEY,,,,
700000,KOCAELI,IZMIT,YENIDOGAN,691843-722,I_K,300,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,YENIDOGAN,2333.0,806.0,6.0,
55000,ANKARA,GOLBASI,HACILAR,65959-475,I_K,285,UYGUN DEGIL,HISSELI TAPU,HAYIR,HAYIR,GOLBASI,193.0,617.0,,
780000,ANTALYA,KEPEZ,SELALE,65609-1854,K_T,630,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KEPEZ,,,,
2200000,CANAKKALE,AYVACIK,KOSEDERE,65273-1440,TARLA,17700,,,,HAYIR,,,,,
1100000,ISTANBUL,CATALCA,ORCUNLU,53815-1657,TARLA,5100,,HISSELI TAPU,HAYIR,HAYIR,CATALCA,,,,
62500,CANAKKALE,GELIBOLU,BAYRAMIC,97378-191,TARLA,2500,,MUSTAKIL PARSEL,HAYIR,HAYIR,EVRESE/GELIBOLU,25.0,,530.0,
350000,ANKARA,KAHRAMANKAZAN,ICOREN,79850-21,M_A,4160,,,,HAYIR,,,,,
600000,CANAKKALE,AYVACIK,GULPINAR,22988-992,BAHCE,2240,BILINMIYOR,BILINMIYOR,HAYIR,HAYIR,,,,,
2750000,ANTALYA,KEPEZ,YENI EMEK,58719-126,I_T,1000,,MUSTAKIL PARSEL,HAYIR,HAYIR,KEPEZ,,11111111.0,1111111.0,
412000,BALIKESIR,BURHANIYE,PELITKOY,6579-2124,ZEYTINLIK,3500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BURHANIYE,120.0,,,
1050000,ANTALYA,ALANYA,TEPE,88768-275,I_K,1092,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
1212000,ELAZIG,MERKEZ,YAZIKONAK (SANAYI),73302-119,K_T,3030,UYGUN,HISSELI TAPU,HAYIR,HAYIR,YAZIKONAK,400.0,200.0,67.0,
1695000,IZMIR,URLA,GUVENDIK,17023-1137,I_K,2500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,URLA,,,,
5500000,IZMIR,SEFERIHISAR,TURABIYE,42207-1379,I_K,4261,,MUSTAKIL PARSEL,EVET,HAYIR,SEFERIHISAR,,968.0,22.0,
33000,ANKARA,PURSAKLAR,ALTINOVA,66740-979,TARLA,500,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,,,
450000,NIGDE,MERKEZ,FERTEK,105314-583,I_K,942,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,490.0,3.0,
1000000,AKSARAY,MERKEZ,ZAFER,112905-150,I_K,1017,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,AKSARAY,983.0,0.0,0.0,
350000,KARAMAN,MERKEZ,GOCER,95071-195,BAHCE,19936,,HISSELI TAPU,EVET,EVET,KARAMAN,17.0,176.0,328.0,
350000,IZMIR,DIKILI,CANDARLI,84782-19,I_K,300,,,,HAYIR,,,,,
75000,ANKARA,GOLBASI,YAVRUCUK,14976-2734,BAHCE,500,UYGUN,HISSELI TAPU,,EVET,GOLBASI,,,,
1500000,IZMIR,URLA,ISKELE,18948-219,I_K,5579,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,URLA,,,,
365000,KOCAELI,KANDIRA,BEYCE,103851-43,TARLA,7312,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,KANDIRA,,132.0,3.0,
79000,CANAKKALE,GELIBOLU,ADILHAN,119540-1,I_K,250,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GELIBOLU,,,,
1100000,ADIYAMAN,MERKEZ,GUZELYURT,117015-75,BAG,8400,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
3500000,YALOVA,CINARCIK,SENKOY (SENKOY),83243-48,BAHCE,10586,,,,HAYIR,,,,,
205000,TEKIRDAG,SULEYMANPASA,BARBAROS,101587-239,I_K,302,,MUSTAKIL PARSEL,,HAYIR,SULEYMANPASA,678.0,,7702.0,
350000,CANAKKALE,AYVACIK,NALDOKEN,42146-401,I_K,50000,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,EVET,CANAKKALE,,,,
1150000,MUGLA,ORTACA,DALYAN,5877-821,I_K,725,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ORTACA,,,,
3250000,ISTANBUL,CATALCA,INCEGIZ,115689-226,TARLA,14500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,CATALCA,,0.0,762.0,
1350000,MUGLA,BODRUM,TURGUTREIS,76796-1328,I_K,6375,,,,HAYIR,BODRUM,,,,
195000,KONYA,SELCUKLU,KILINCARSLAN,56321-238,BAHCE,1700,UYGUN DEGIL,MUSTAKIL PARSEL,,HAYIR,SELCUKLU,,,,
150000,TEKIRDAG,MARMARAEREGLISI,DEREAGZI,119571-6,I_K,220,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
550000,MUGLA,MENTESE,KAFACA,90912-1068,I_T,2548,,,,HAYIR,,,,,
92000,TEKIRDAG,HAYRABOLU,CERKEZMUSELLIM,52990-465,I_K,670,,,,HAYIR,,,,,
850000,MERSIN(ICEL),TOROSLAR,KAYRAKKESLI,6091-1250,BAHCE,13300,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,TOROSLAR,65.0,,35.0,
5400000,ANTALYA,MURATPASA,GUZELOBA,23995-2812,M_A,3000,,KAT MULKIYETI,,HAYIR,,,,,
620000,TEKIRDAG,ERGENE,MARMARACIK,108212-119,I_K,718,UYGUN,MUSTAKIL PARSEL,,HAYIR,ERGENE,950.0,304.0,6.0,
57000,ANKARA,PURSAKLAR,ALTINOVA,66740-985,TARLA,750,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,,,
260000,TRABZON,ORTAHISAR,UGURLU,88847-361,BAHCE,1000,UYGUN,MUSTAKIL PARSEL,EVET,EVET,ORTAHISAR BELEDIYESI,,2559.0,13.0,
2700000,ANKARA,KAHRAMANKAZAN,SARAY,73012-4793,I_S,11900,,MUSTAKIL PARSEL,,HAYIR,,,,,
8050000,ISTANBUL,BEYLIKDUZU,DEREAGZI,101956-1092,I_K,2420,UYGUN,MUSTAKIL PARSEL,,HAYIR,,,,,
900000,ADIYAMAN,BESNI,DOGANKAYA,98526-3448,BAHCE,1500,UYGUN,MUSTAKIL PARSEL,EVET,EVET,,1500.0,204.0,3.0,
190000,KIRKLARELI,LULEBURGAZ,DURAK,105700-98,I_K,760,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,LULEBURGAZ,250.0,115.0,113.0,
525000,ANKARA,GOLBASI,BALLIKPINAR,47569-471,I_K,1543,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GOLBASI,298.0,180.0,5.0,
180000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,119074-50,BAHCE,486,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,1582.0,
925000,ISTANBUL,CATALCA,ATATURK,4953-281,TARLA,5568,,,,HAYIR,,,,,
575000,ANKARA,GOLBASI,BALLIKPINAR,47569-483,I_K,1500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GOLBASI,384.0,112877.0,8.0,
45000,ANKARA,GOLBASI,IKIZCE,6171-5759,BAHCE,500,,HISSELI TAPU,,HAYIR,,,,,
285000,IZMIR,TIRE,ESKIOBA,14956-1984,TARLA,8050,,MUSTAKIL PARSEL,HAYIR,HAYIR,TIRE,400.0,,1549.0,1000.0
650000,SAMSUN,ILKADIM,KADAMUT,86121-3705,TARLA,1250,UYGUN,HISSELI TAPU,,HAYIR,ILKADIM,,,,
255000,ANTALYA,KEPEZ,ODABASI,118389-10,I_K,260,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
160000,SINOP,MERKEZ,BOSTANCILI,65073-871,I_K,290,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SINOP,,118.0,7.0,
845000,DENIZLI,MERKEZEFENDI,SIRAKAPILAR,15359-11738,K_T,375,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
240000,ADANA,SEYHAN,AKKAPI,77451-1304,I_K,400,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SEYHAN,,,,
68000,ISTANBUL,SILIVRI,BALABAN,89908-6369,I_K,254,UYGUN DEGIL,HISSELI TAPU,EVET,HAYIR,,,,,
260000,ANTALYA,DOSEMEALTI,YENIKOY,68166-331,I_K,468,UYGUN,MUSTAKIL PARSEL,EVET,EVET,DOSEMEALTI,,760.0,6.0,
350000,DENIZLI,CAMELI,AKPINAR,113377-104,TARLA,1983,,MUSTAKIL PARSEL,,HAYIR,CAMELI,,,,
920000,KOCAELI,DILOVASI,TEPECIK,46860-16290,I_K,5700,UYGUN,BILINMIYOR,HAYIR,HAYIR,DILOVASI,161.0,1.0,1.0,
475000,IZMIR,KARABURUN,MORDOGAN,46471-198,I_K,261,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
97000,ANKARA,SINCAN,YENICIMSIT,4384-6610,TARLA,1043,UYGUN DEGIL,HISSELI TAPU,EVET,HAYIR,SINCAN,,108.0,42.0,
