FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYAT,ADA,PARSEL,KIRA_GETIRISI
1050000,ANKARA,BALA,ABAZLI,4110-1751,TARLA,76000,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,BALA,12,0,0,
1575000,KOCAELI,DARICA,ABDI IPEKCI,83413-95,I_K,1564,,MUSTAKIL PARSEL,HAYIR,HAYIR,DARICA,,,,
161000,ISPARTA,GONEN,IGDECIK,116023-16,TARLA,3290,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GONEN,44,,74741,150.0
95000,ISTANBUL,ARNAVUTKOY,BALABAN,119074-48,TARLA,265,UYGUN DEGIL,HISSELI TAPU,HAYIR,HAYIR,,,136,20,
2050000,ANTALYA,AKSU,DUMANLAR,118442-45,TARLA,13000,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,,,
360000,TEKIRDAG,CORLU,TURKGUCU,55789-489,TARLA,5892,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,CORLU,,,3852,1500.0
10000000,IZMIR,NARLIDERE,SAHILEVLERI,98031-831,BAHCE,7250,,,,HAYIR,,,,,
117500,KIRKLARELI,BABAESKI,KURTULUS,119611-15,I_K,301,,,,HAYIR,,,,,
40000,ANKARA,CANKAYA,YAKUPABDAL,64979-62,I_K,140,UYGUN,HISSELI TAPU,HAYIR,HAYIR,CANKAYA,285,103,96,
95000,ESKISEHIR,SARICAKAYA,SARIKAYA,68721-2723,TARLA,1793,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SARICAKAYA,,408,2,
3000000,MUGLA,BODRUM,YAHSI,0-34977345,I_K,1050,,,,HAYIR,,,,,
150000,ISTANBUL,PENDIK,GOCBEYLI,0-35545230,TARLA,2000,BILINMIYOR,ZILLIYET,HAYIR,HAYIR,,,429,30,2000.0
47000000,ISTANBUL,BEYKOZ,RIVA,2995-140,I_K,14473,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BEYKOZ,,,521,
650000,BURSA,NILUFER,AKCALAR,115803-29,I_K,417,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BURSA NILUFER,1558,141,14,
105000,ESKISEHIR,ODUNPAZARI,ERENKOY,65468-798,I_K,184,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,ODUNPAZARI,,8265,17,
100000,ANKARA,POLATLI,KUSCU,35634-435,BAHCE,583,UYGUN,HISSELI TAPU,EVET,HAYIR,,170,260,11,
125000,BURDUR,BUCAK,ATILLA,76929-1108,TARLA,2758,,,,HAYIR,,,,,
550000,ANKARA,GOLBASI,KIZILCASAR,1920-15,I_K,1500,UYGUN,,,HAYIR,,,,,
5000000,TEKIRDAG,SULEYMANPASA,GUNDOGDU - TURGUT,43963-967,I_K,1882,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SULEYMANPASA,1,2887,2,1.0
430000,ANTALYA,KEPEZ,SELALE,119339-69,I_K,620,,,,HAYIR,,,,,
4000000,SAMSUN,ATAKUM,KORFEZ,97002-505,I_K,1761,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ATAKUM BELEDIYESI,,1653,14,
360000,IZMIR,CESME,SEHIT MEHMET,0-25086485,T_A,366,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,TURIZM BAKANLIGI,,939,3,323.0
85000,ANKARA,SINCAN,HISARLIKAYA,4937-3865,TARLA,2000,,HISSELI TAPU,EVET,HAYIR,SINCAN,34,188,865,
675000,ANKARA,CUBUK,FATIH,79717-285,I_T,1170,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,CUBUK,585,2534,4,
345000,ANTALYA,KEPEZ,ERENKOY,81853-1150,I_K,256,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,KEPEZ,1350,3333,33333,
6000000,AYDIN,KUSADASI,SOGUCAK,109240-66,BAHCE,26420,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,AYDIN,,,84,
3600000,ANKARA,SINCAN,BEYOBASI,65106-539,I_K,48000,,,,HAYIR,,,,,
8000000,KONYA,SELCUKLU,HOROZLUHAN,59548-374,I_T,2989,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
1750000,TEKIRDAG,SULEYMANPASA,BARBAROS,8709-751,TARLA,4000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,TEKIRDAG,,,,
260000,MUGLA,MENTESE,DUGEREK,115554-47,I_K,190,,MUSTAKIL PARSEL,,HAYIR,MENTESE BELEDIYESI,1473,,,
850000,IZMIR,MENEMEN,YAYLA,87473-166,BAHCE,7000,,,,HAYIR,,,,,
240000,ANTALYA,FINIKE,KARSIYAKA,92100-157,I_K,240,,MUSTAKIL PARSEL,HAYIR,HAYIR,FINIKE,,,,
2250000,MANISA,YUNUSEMRE,MARESAL FEVZI CAKMAK,34970-1717,I_K,4500,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
52000,KONYA,SELCUKLU,ASAGIPINARBASI,692475-23,TARLA,468,,,,HAYIR,,,,,
35000,ANTALYA,ELMALI,BOZHUYUK,109095-53,TARLA,3325,,,,HAYIR,ELMALI BELEDIYESI,,,,
1700000,MANISA,YUNUSEMRE,KARAALI,119471-22,I_K,4250,,,,HAYIR,YUNUSEMRE,400,,,
150000,IZMIR,MENEMEN,DOGA,87473-174,ZEYTINLIK,1240,,,,HAYIR,,,,,
500000,IZMIR,SEFERIHISAR,GOLCUK,82043-781,I_K,1606,,,,HAYIR,,,,,
4700000,ANKARA,CANKAYA,ALACAATLI,43940-1261,I_K,5200,UYGUN,HISSELI TAPU,HAYIR,HAYIR,CANKAYA,900,,,26000.0
500000,BURSA,GEMLIK,ATA,46127-2921,TARLA,549,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,,,504,3,
18000000,KOCAELI,KARTEPE,ATAEVLER,115017-33,I_T,9911,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KARTEPE,1816,635,5,
200000,AYDIN,DIDIM,HISAR,83282-1330,I_K,210,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,502,4,
5000000,MERSIN(ICEL),TARSUS,OZBEK,39295-518,BAHCE,46000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,TARSUS,75,,,150.0
1000000,IZMIR,BUCA,BELENBASI,51456-4484,TARLA,2000,,,,EVET,,,,,
950000,IZMIR,BERGAMA,GAYLAN,117461-231,TARLA,29903,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,,,101,33,
580000,DENIZLI,PAMUKKALE,CANKURTARAN,115481-168,I_K,1067,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,PAMUKKALE,543,6846,1,
190000,KOCAELI,KARAMURSEL,AVCIKOY,56374-2981,TARLA,7424,,,,HAYIR,,,,,
270000,ISTANBUL,CATALCA,DAGYENICE,8088-1747,TARLA,500,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
3650000,ANTALYA,SERIK,URUNDU,21249-295,BAHCE,48720,,,,HAYIR,,,,,
470000,AYDIN,SOKE,GULLUBAHCE,56970-657,BAHCE,3700,,,,HAYIR,SOKE,122,,,
56500,EDIRNE,SULOGLU,TASLISEKBAN,116705-121,TARLA,7537,,,,EVET,,,,,
1000000,ANKARA,CANKAYA,YASAMKENT,48831-1999,K_T,450,,MUSTAKIL PARSEL,,HAYIR,CANKAYA,,42,,
55000,KONYA,MERAM,KIZILOREN,73649-558,TARLA,6400,UYGUN,MUSTAKIL PARSEL,,HAYIR,MERAM,8,255,24,
650000,BURSA,MUDANYA,ALTINTAS,6324-428,I_K,552,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,MUDANYA,,,,
150000,DENIZLI,PAMUKKALE,KUCUKDERE,100374-741,TARLA,835,,,,EVET,PAMUKKALE,,,,
410000,ANTALYA,KUMLUCA,TEMEL EGITIM,72853-374,TARLA,1598,UYGUN,HISSELI TAPU,HAYIR,HAYIR,,,,,
800000,CANAKKALE,AYVACIK,KUCUKKUYU (MIHLI),48018-1037,ZEYTINLIK,5000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
199500,KAYSERI,DEVELI,RESADIYE,99212-724,I_K,425,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,DEVELI,,,,
950000,ANKARA,AKYURT,YESILTEPE,5837-2391,CIFTLIK,2498,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,AKYURT,,,,
18000000,ISTANBUL,KARTAL,YAKACIK YENI,43293-708,I_K,3285,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,EVET,KARTAL,5480,255,2,
685000,ISTANBUL,SILIVRI,ISMETPASA,49474-2395,K_T,470,UYGUN,,HAYIR,HAYIR,SILIVRI,,,,
350000,TEKIRDAG,SULEYMANPASA,BARBAROS,55891-511,I_T,330,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,SULEYMANPASA,,,,
354900,TEKIRDAG,HAYRABOLU,CERKEZMUSELLIM,110164-25,TARLA,27300,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,HAYRABOLU,,0,0,
1995000,ESKISEHIR,TEPEBASI,ASAGI SOGUTONU,73538-1674,K_T,2952,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,TEPEBASI,,1,0,
1500000,ANTALYA,DOSEMEALTI,ALTINKALE,10655-1671,I_T,1029,,,,HAYIR,DOSEMEALTI,,,,
650000,ESKISEHIR,TEPEBASI,TURGUTLAR,42059-49,TARLA,8000,,,,HAYIR,,,,,
125000,CANAKKALE,BIGA,KARABIGA (ULUCAMII),110039-234,TARLA,5793,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,KARABIGA BELEDIYESI,,,6366,2500.0
140000,BALIKESIR,BURHANIYE,AGACIK,25768-1930,ZEYTINLIK,1100,,,,HAYIR,,,,,
400000,BURSA,ORHANGAZI,NARLICA,88001-377,TARLA,47000,,,,HAYIR,ORHANGAZI,,,,
850000,BURSA,MUDANYA,CINARLI,74450-564,TARLA,16299,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,MUDANYA,,,,
385000,HATAY,ARSUZ,KARAAGAC SARKONAK,69643-708,I_K,866,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ARSUZ,427,,5626,
850000,ISTANBUL,SILIVRI,ALIBEY,85989-702,I_K,647,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,SILIVRI,,,,
3000000,BALIKESIR,BURHANIYE,KIZIKLI,48018-1007,ZEYTINLIK,74000,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
90000,CANAKKALE,BIGA,GUNDOGDU,80244-77,TARLA,6880,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,BIGA,,,,
250000,CANAKKALE,LAPSEKI,DALYAN,78920-317,I_K,274,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,LAPSEKI,,192,8,
620000,MUGLA,BODRUM,TURGUTREIS,65634-2802,I_K,320,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BODRUM,,,,
1100000,TEKIRDAG,KAPAKLI,INONU,59781-11,I_K,234,,MUSTAKIL PARSEL,EVET,HAYIR,KAPAKLI,,,,
895000,ANKARA,GOLBASI,HACIMURATLI,0-35475013,TARLA,7630,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,GOLBASI,,124946,12,
625000,SAKARYA,FERIZLI,KEMALPASA,80216-415,TARLA,6324,,,,HAYIR,FERIZLI,,,,
110000,KOCAELI,KANDIRA,GONCAAYDIN,0-35957379,TARLA,1258,,,,HAYIR,,,,,
140000,ANKARA,ETIMESGUT,BAGLICA,8161-22515,I_K,120,,,,HAYIR,,1167,113,1,
425000,ANTALYA,AKSU,KUMKOY,11589-2403,TARLA,5000,,,,HAYIR,,85,,,
380000,SAMSUN,ONDOKUZMAYIS,DEREKOY,0-35791826,I_K,320,,,,HAYIR,,,,,
220000,ISTANBUL,CATALCA,KESTANELIK,27231-3353,TARLA,560,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,CATALCA,,,975,
1250000,ISTANBUL,AVCILAR,AMBARLI,27926-1844,I_K,166,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,AVCILAR,,,,7000.0
30000,BALIKESIR,GONEN,YURUKKECIDERE,49688-645,TARLA,1250,UYGUN,MUSTAKIL PARSEL,,HAYIR,GONEN,,0,12,
125000,KOCAELI,GEBZE,PELITLI,30267-1728,I_K,165,,,,HAYIR,,,23,5,
290000,ANKARA,YENIMAHALLE,SUSUZ,15474-817,I_K,1030,UYGUN,HISSELI TAPU,HAYIR,EVET,YENIMAHALLE BELEDIYE,,,3058,
800000,EDIRNE,MERKEZ,SUKRUPASA,88137-792,TARLA,5080,,,,HAYIR,EDIRNE,,,,
325000,ANKARA,KAHRAMANKAZAN,GUVENC,1264-4580,TARLA,4031,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KAHRAMAN KAZAN,,107,83,
390000,ESKISEHIR,TEPEBASI,TURGUTLAR,65789-1568,TARLA,3078,,MUSTAKIL PARSEL,EVET,EVET,,,4846,18,
100000,ANKARA,YENIMAHALLE,YAKACIK,65633-551,BAHCE,500,,,,HAYIR,,200,,,
130000,MERSIN(ICEL),ERDEMLI,KIZKALESI,29240-1292,TARLA,638,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ERDEMLI,,,,
5775000,ADANA,SEYHAN,MIDIK,77451-1003,I_K,3850,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,SEYHAN,,,,
1850000,DENIZLI,MERKEZEFENDI,BOZBURUN,73618-10046,I_S,4350,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,MERKEZEFENDI,,,,
135000,IZMIR,TORBALI,CAMLICA,31107-593,I_K,402,,,,HAYIR,,,,,
550000,MUGLA,MILAS,CIFTLIK,10886-2578,TARLA,4355,,,HAYIR,HAYIR,BODRUM,,,,
20000000,ANKARA,BALA,BEYNAM,2221-386,TARLA,1000000,UYGUN,MUSTAKIL PARSEL,EVET,EVET,BALA,20,,2817,
700000,ANKARA,YENIMAHALLE,YENI BATI,111749-605,I_K,329,,,,HAYIR,YENIMAHALLE,,,,
70000,ANKARA,BALA,ABAZLI,77383-296,TARLA,2560,,MUSTAKIL PARSEL,,HAYIR,BALA,,,,
640000,HATAY,ARSUZ,KARAAGAC CUMHURIYET,0-35874350,I_K,463,,,,EVET,,,,,
925000,SAMSUN,ATAKUM,ALANLI,113460-42,I_K,1210,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ATAKUM,780,,,
445000,BALIKESIR,BURHANIYE,SAHINLER,5512-1514,TARLA,2300,,,HAYIR,HAYIR,BURHANIYE,,,,
150000,MUGLA,MENTESE,ZEYTIN,118408-19,I_K,500,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,MENTESE,,,,10.0
5250000,DIYARBAKIR,ERGANI,AZIZIYE,0-35912660,I_T,980,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,,,150000.0
925000,ELAZIG,MERKEZ,PELTEKOY,91825-731,TARLA,13350,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,ELAZIG,71,1,1,1.0
750000,ANTALYA,GAZIPASA,KORU,89335-291,I_K,1570,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,GAZIPASA,,1,1,
315000,ANKARA,CANKAYA,TOHUMLAR,0-26162365,TARLA,6084,,HISSELI TAPU,EVET,HAYIR,CANKAYA,,,1090,26500.0
200000,BALIKESIR,BANDIRMA,17 EYLUL,114795-106,I_S,3300,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BANDIRMA,1650,149,41,
9250000,KOCAELI,GEBZE,PELITLI,94251-53,I_S,4900,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,KOCAELI,1888,,1757,
130000,ANKARA,MAMAK,KUTLUDUGUN,21550-786,TARLA,3800,UYGUN,HISSELI TAPU,EVET,EVET,MAMAK,,,,
2405000,ISTANBUL,SARIYER,RUMELI KAVAGI,0-32169018,OZEL_K,1415,BILINMIYOR,HISSELI TAPU,EVET,EVET,SARIYER,1500,899,33,
146500,BALIKESIR,KARESI,KOCAAVSAR,112890-72,TARLA,4145,UYGUN,MUSTAKIL PARSEL,,HAYIR,KARESI,35,287,30,
3500000,AMASYA,MERZIFON,KUMBET HATUN,99321-392,TARLA,14035,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,MERZIFON,106,274,59,
1111,ANKARA,KECIOREN,CALDIRAN,71881-395,I_K,850,,,,EVET,CANKAYA,,1,1,
8750000,IZMIR,CESME,DALYAN,4993-2672,I_K,5810,,,,HAYIR,,,,,
3000000,SIVAS,HAFIK,TAVSANLI,48534-1824,TARLA,500000,,HISSELI TAPU,EVET,HAYIR,HAFIK,,,,
500000,SAKARYA,ADAPAZARI,15 TEMMUZ CAMILI,86862-181,TARLA,3636,,,,HAYIR,ADAPAZARI,,2329,304,
390000,ISTANBUL,SILIVRI,BALABAN,73493-1181,TARLA,1800,BILINMIYOR,BILINMIYOR,EVET,HAYIR,SILIVRI,,,,
1553440,HATAY,SAMANDAG,YENI,8584-1981,BAHCE,1016,BILINMIYOR,MUSTAKIL PARSEL,HAYIR,HAYIR,SAMANDAG BELEDIYESI,,,11610,
2500000,MUGLA,BODRUM,MAZIKOY,118323-39,M_A,5500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BODRUM,,,,
900000,KASTAMONU,MERKEZ,MEHMET AKIF ERSOY,68831-877,I_K,934,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,KASTAMONU,,,,
140000,IZMIR,DIKILI,CANDARLI,117788-49,M_A,410,,HISSELI TAPU,EVET,HAYIR,CANDARLI,,353,,
3300000,MANISA,SALIHLI,KARAOGLANLI,37897-1360,TARLA,11000,BILINMIYOR,HISSELI TAPU,HAYIR,HAYIR,SALIHLI,,1,1,
980000,ANKARA,GOLBASI,GOKCEHUYUK,8174-2454,TARLA,8363,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,,117,125062,24,
6500000,YALOVA,TERMAL,GOKCEDERE,118360-44,K_T,2968,UYGUN,,,HAYIR,,,,,
2000000,DENIZLI,PAMUKKALE,AKKOY,83679-4243,TARLA,12700000,BILINMIYOR,ARSA,HAYIR,HAYIR,,,,,
600000,HATAY,ALTINOZU,HANYOLU,109496-300,ZEYTINLIK,26377,UYGUN,MUSTAKIL PARSEL,,HAYIR,ALTINOZU,,,,
265000,AYDIN,DIDIM,EFELER,117724-40,I_K,200,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,DIDIM BELEDIYESI,1225,564,,
5300000,DUZCE,CUMAYERI,TASLIK,64500-1030,TARLA,105864,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
975000,BALIKESIR,BURHANIYE,CORUK,84104-1197,TARLA,18000,,MUSTAKIL PARSEL,,HAYIR,,,,,
1250000,ANKARA,PURSAKLAR,SARAY OSMANGAZI,9937-2174,I_T,2500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,PURSAKLAR,500,98441,2,
110000,ANKARA,GOLBASI,YAGLIPINAR,14976-2499,BAHCE,1100,UYGUN,HISSELI TAPU,HAYIR,HAYIR,GOLBASI,110,124361,,
520000,BALIKESIR,EDREMIT,GURE,77863-1171,ZEYTINLIK,6800,,MUSTAKIL PARSEL,HAYIR,HAYIR,EDREMIT,,,,
75000,IZMIR,ODEMIS,KAYMAKCI,80120-460,I_K,109,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,ODEMIS,,,4542,
16000,KONYA,ILGIN,BULCUK,692457-638,TARLA,6050,UYGUN,,HAYIR,HAYIR,,,,1171,
80000,BALIKESIR,ERDEK,YUKARIYAPICI,95956-605,BAHCE,525,,,,HAYIR,,,,,
150000,MANISA,YUNUSEMRE,EMLAKDERE,102443-585,I_K,414,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,YUNUSEMRE,414,0,799,
2500000,MUGLA,MILAS,CIFTLIK,10886-2597,TARLA,10000,,,,HAYIR,,,,,
2800000,BALIKESIR,EDREMIT,CAMIVASAT,6579-2113,I_K,1750,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,EDREMIT,1650,,,
105,CANAKKALE,GELIBOLU,DEMIRTEPE,119415-16,I_K,500,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GELIBOLU,,,,
385000,KOCAELI,IZMIT,TUYSUZLER,113675-51,I_K,480,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
275000,ANTALYA,ALANYA,GULLER PINARI,119062-74,TARLA,500,,,,HAYIR,,,,,
175000,MUGLA,MENTESE,YERKESIK,88464-923,TARLA,2740,,,,HAYIR,,,,,
80000,BURDUR,TEFENNI,ZAFER,118442-164,TARLA,3673,,,,HAYIR,,,,,
165000,BURDUR,BUCAK,CAMLIK (KAVAKLI),76929-833,TARLA,4662,,,,HAYIR,BUCAK,,,,
401375,ANKARA,ETIMESGUT,FEVZIYE,100097-136,I_K,3212,UYGUN,MUSTAKIL PARSEL,HAYIR,EVET,ETEMESGUT,125,1,1,
48000,CANAKKALE,BAYRAMIC,SARAYCIK,48534-1512,TARLA,9600,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,BAYRAMIC,4,0,233,
700000,MALATYA,YESILYURT,IKIZCE,88984-378,TARLA,16206,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,44,180,4,
360000,DENIZLI,MERKEZEFENDI,HACIEYUPLU,116540-38,I_K,562,UYGUN DEGIL,MUSTAKIL PARSEL,EVET,HAYIR,MERKEZEFENDI,640,297,10,
25000,ANKARA,ETIMESGUT,SEHITALI,16407-5049,TARLA,200,,,,HAYIR,,,,,
345000,CANAKKALE,BAYRAMIC,KUTLUOBA,48534-1995,ZEYTINLIK,14770,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BAYRAMIC,,106,1,
185000,IZMIR,KEMALPASA,75. YIL CUMHURIYET,53797-1145,BAHCE,1014,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
510000,HATAY,SAMANDAG,TOMRUKSUYU,8584-1849,K_T,1053,,MUSTAKIL PARSEL,EVET,HAYIR,SAMANDAG,427,,3414,
150000,MANISA,YUNUSEMRE,DAZYURT,54138-748,TARLA,9400,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,YUNUSEMRE,,,,
695000,SAMSUN,ILKADIM,ATAKOY,109842-244,I_K,1107,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ILKADIM,627,10199,3,
285000,ANKARA,CANKAYA,YASAMKENT,13484-348,I_K,245,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,CANKAYA,245,42,1,5000.0
48000,ANKARA,GOLBASI,INCEK,42826-193,I_K,151,,,,HAYIR,,,,,
1025000,ADIYAMAN,MERKEZ,SITELER,88676-547,I_K,1075,UYGUN,MUSTAKIL PARSEL,,EVET,ADIYAMAN,,3431,2,
330000,BALIKESIR,ERDEK,TURAN,90524-221,ZEYTINLIK,2719630,,,,HAYIR,ERDEK,,101,199,
630000,MERSIN(ICEL),YENISEHIR,DENIZ,119352-37,I_K,534,UYGUN,BILINMIYOR,HAYIR,HAYIR,YENISEHIR,1170,4282,5,10000000.0
1150000,IZMIR,ALIAGA,YALI,80428-5,I_K,520,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,ALIAGA,,,,
2050000,ANKARA,ETIMESGUT,BAGLICA,8161-22478,I_K,2250,,,,HAYIR,,,,,
1275000,BALIKESIR,BURHANIYE,KOCACAMI,48018-1099,TARLA,5500,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,BURHANIYE,,,,
165000,ANKARA,GOLBASI,YAYLABAG,14976-2466,BAHCE,1000,UYGUN,HISSELI TAPU,HAYIR,HAYIR,GOLBASI,165,121219,45,
550000,ANKARA,BALA,YORELI,14976-2458,BAHCE,50000,UYGUN,,,HAYIR,BALA,,347,1,
375000,ANKARA,CANKAYA,AHLATLIBEL,54047-1281,I_K,330,UYGUN,MUSTAKIL PARSEL,HAYIR,HAYIR,CANKAYA,,56,0,6000.0
485000,MUGLA,KOYCEGIZ,KAVAKARASI,98449-153,TARLA,7200,,,HAYIR,HAYIR,KOYCEGIZ,,,,
550000,ISTANBUL,SILIVRI,BALABAN,73493-681,I_K,1110,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,SILIVRI,,,,
570000,ANKARA,GOLBASI,EMIRLER,115063-23,TARLA,37266,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,GOLBASI,1,117111,7,
80000,ANKARA,CANKAYA,KARATAS,14976-2488,T_K,206,UYGUN,,,HAYIR,CANKAYA,364,,923,
348000,ANKARA,GOLBASI,INCEK,1900-192,I_K,24000,UYGUN,HISSELI TAPU,HAYIR,HAYIR,GOLBASI,,111415,1,2000.0
6500000,CANAKKALE,MERKEZ,KARACAOREN,17878-1441,T_K,5804,,MUSTAKIL PARSEL,HAYIR,HAYIR,CANAKKALE,,,,
85000,SAKARYA,KAYNARCA,KUCUKKISLA,3597-4110,BAHCE,2300,,MUSTAKIL PARSEL,,HAYIR,KAYNARCA,2300,25,35,
250000,CANAKKALE,AYVACIK,KOZLU,92430-198,TARLA,1072,,MUSTAKIL PARSEL,EVET,HAYIR,AYVACIK,,166,5,
210000,MUGLA,DALAMAN,KAPUKARGIN,113377-8,ZEYTINLIK,5386,UYGUN DEGIL,ZILLIYET,HAYIR,HAYIR,DALAMAN,,,,
650000,ANKARA,POLATLI,ADATOPRAKPINAR,61156-4152,TARLA,205000,UYGUN,MUSTAKIL PARSEL,,HAYIR,POLATLI,3.2 ,,,
2650000,ISTANBUL,AVCILAR,UNIVERSITE,49474-1779,K_T,250,UYGUN,MUSTAKIL PARSEL,EVET,HAYIR,,,,,
4000000,BALIKESIR,EDREMIT,CIKRIKCI,21940-5609,TARLA,33000,UYGUN,,EVET,HAYIR,EDREMIT,,,,
1290000,ISTANBUL,CATALCA,IZZETTIN,53393-910,TARLA,6407,,HISSELI TAPU,HAYIR,HAYIR,CATALCA BLD,200,145,142,
150000,MANISA,AKHISAR,HACI ISHAK,112159-228,I_T,255,UYGUN,,EVET,HAYIR,AKHISAR,600,0,0,
529000,ANKARA,BALA,EGRIBASAN,77383-260,I_S,18100,,MUSTAKIL PARSEL,,HAYIR,BALA,,,,
1600000,IZMIR,CESME,DALYAN,86646-629,I_K,605,,,,HAYIR,,,,,
995000,IZMIR,DIKILI,BADEMLI,63767-855,TARLA,3600,,MUSTAKIL PARSEL,HAYIR,HAYIR,DIKILI,,,,
3200000,ANKARA,POLATLI,MEHMET AKIF,116408-1622,I_K,4253,UYGUN,MUSTAKIL PARSEL,EVET,EVET,POLATLI,659,140363,5,1000.0
1750000,IZMIR,BAYINDIR,ATATURK,0-33887910,ZEYTINLIK,20250,,,,HAYIR,,,,,
450000,ISTANBUL,SILIVRI,BALABAN,73493-984,M_A,537,BILINMIYOR,MUSTAKIL PARSEL,EVET,HAYIR,SILIVRI,,,,
160000,BALIKESIR,AYVALIK,ALTINOVA,35576-2107,TARLA,440,UYGUN DEGIL,MUSTAKIL PARSEL,HAYIR,HAYIR,,,,,
1150000,HATAY,DORTYOL,OZERLI,56412-1768,I_K,2443,UYGUN,,,HAYIR,,,,,
